Name,Dominant Topic, Percentage of Positive Sentiment,Review Quality Index,Comment,Speciality,Number of Review,Bayesian Adjusted Rating
Dr. Jeffrey D. Fisher,Staff,0.9,0.658509858,"I have seen Doctor Shirin Peters for years. Even though I moved away, when I returned, I continued to see her. She is kind, knowledgeable, and doesn't make me feel rushed while seeing me. Her nurses and staff are personable and get things done efficiently. When I recently showed up for my appointment, I was seen on time and the check in process was easy. Still so reliable and helpful! Highly recommended.
",Internist / Geriatrician,14,3.984649123
Dr. Jeffrey Glick,Punctuality,0.428571429,0.281354296,"He is a great doctor if 1) you want to wait an average of 1 hr and 35 minutes 2) you like to be treated like you were an object on a convey belt 3) you want/like to be treated by him and his office staff in a very unprofessional and cold way -- including during the very first visit when a doc should show (or pretend) that he/she cares 4) you want to receive phone calls from his staff and then when you call back they would be clueless about who placed the call and why 5) you want a max 12-min visit, including the very fist visit. (My 3 stars in “knowledge” are just there because of his CV: I cannot really tell if he knows anything because in 10-12 minutes it is pretty difficult to assess ""knowledge"". So, to be fair, it should be an N/A.) That is what happened to me 3 out of 3 times I have been there. Coincidence, maybe.",Internist / Geriatrician,21,3.946280992
Dr. Jeffrey Glick,Staff,0.928571429,0.185825445,"I've been going to Dr Glick for decades now---he's very smart, very thorough, and thinks through things rather than quoting you the textbook diagnosis. He does seem a bit rushed, as others have pointed out, and I think that's because he in incredibly busy--in itself, a solid recommendation. As for his staff, when I was last there in early 2011 I found them warm, helpful, sunny, and highly competent.",Internist / Geriatrician,21,3.946280992
Dr. Jennifer A. Meller,Punctuality,0.75,0.181126428,"Absolutely love Dr. Meller. She is very knowledgeable, thorough, and listens. She has always been great about recommending me to a specialist when needed. She takes the time to explain what's going on. Which, for me, is absolutely key. I am the kind of person that will spend hours reading medical journals to understand a diagnosis and ask better questions. She never dismisses my concerns, but rather puts them in the larger context of medicine so that I understand exactly what's going on. (Side note: part of great medical care means being a good patient. I'd highly recommend becoming educated on any diagnosis you receive from any doctor. It enables you to ask good questions and know when to get a 2nd opinion. Not all doctors are as great as Dr. Meller.)
She trusts what I have to say when I tell her what is going on with me. It's been a great experience. I'm a 30 year old young professional. But when I dress down, I look very young and have visible, off-putting tattoos. I often have issues with medical professionals immediately making judgments about me and compromising my healthcare as a result. From day one, she's taken me seriously and provided nothing but top notch care.
She's also flexible. I once forgot about an appointment and ended up showing up 40 minutes late. She was still able to fit me in and did not make the appointment feel rushed despite me being so late.
I've recommended multiple people to her. And I'm very glad I've found a great PCP.
tl;dr: Great, caring, PCP that will take your healthcare seriously.",Family Doctor / G.P.,7,4.018691589
Dr. Jennifer A. Meller,Staff,0.666666667,0.101369948,I recently saw Dr. Meller for the first time and she is great - personally and professionally. She listened to all of my concerns/questions and followed up where a past dr. did not. Excellent bedside manner made me feel at ease.,Family Doctor / G.P.,7,4.018691589
Dr. Jennifer P. Bassiur,Punctuality,0.5,0.799861213,I have never been so a doctor's office with such rude and incompetent professionals. Once they take your money they don't really care in helping you out further. Can't do anything right either. Do not come here.,Dentist,8,4.013888889
Dr. Jennifer P. Bassiur,Staff,0.833333333,0.20681513,"Dr. Bassiur is one of the most patient and considerate medical professionals I have ever met. She repeatedly adjusted my dental device for sleep apnea until it fit properly and made a personal effort to make sure Oxford didn't wriggle out of paying for it. The negative review on this site has nothing to do with the person I met who is caring and skilled. Also, her staff could not be more pleasant and helpful.",Dentist,8,4.013888889
Dr. Jerry E. Clements,Staff,1,0.123302419,"We used Jerry for the first time with our newborn doctor last week and he was fantastic. Didn't feel rushed, he explained every procedure, talked with us about future care and gave us his cell and email for any concerns that we have. His staff was excellent. Courteous and accommodating. Clean office. I highly recommend him for a baby doctor.",Family Doctor / G.P.,2,4.019607843
Dr. Jessica B. Gallina,Punctuality,0.625,0.923087811,Great experience. Diagnosed my problem immediately and clearly explained it to me.,Orthopedic Surgeon,12,4.089285714
Dr. Jessica B. Gallina,Konwledge,1,0.005698621,"Dr Gallina is a warm and caring physician and a highly skilled surgeon. She is well trained and applies her skills meticulously, and with great results. She is highly recommended.",Orthopedic Surgeon,12,4.089285714
Dr. Jessica B. Gallina,Staff,1,0.154129129,"Extremely patient and thorough in diagnosing , surgery, competency and followup. Does not operate if there are other options. Explains everything. A dedicated nursing staff who works very closely with him be it office or hospital.",Orthopedic Surgeon,12,4.089285714
Dr. Jill-Ann E. Swenson,Punctuality,1,0.869639776,Good Luck getting your results. Very hard to get in contact with. Had to wait almost 2 weeks and test showed problem. Obviously could care less about your results or helping you. Then made 2nd appointment and staff called me only 10 minutes before appointment to cancel. I thought the point of the practice was so that if one DR was in emergency at hospital another could cover but no one was available to see me this day after I went to office for new reason. Then I ask for next appointment and they tell me 2 weeks when I had something wrong. DO NOT USE. WORTHLESS WASTE OF TIME AND ENERGY!!!!,Gynecologist (OBGYN),11,4.029279279
Dr. Jill-Ann E. Swenson,Konwledge,0.5,0.145427834,Recently visited Dr Swenson in Staten Island office and I’m really happy I did. She sent me for a second opinion with a new maternal fetal medicine (high) risk ob group because I was told my baby was not growing well. This group that works with them put me at ease regarding my babies growth. Being that I’m a sonographer myself I not only understand good sonography but I was impressed with the technology and expertise that was available in Staten Island right there in their office ! This new Mfm group in their office is just phenomenal compared to my last pregnancy in Brooklyn! Not only did I not have to travel to Brooklyn but the other MFM doctors were dead wrong. This group (PDC) works with Dr Swenson. They explained everything in detail and the ultrasound experience was amazing. The ultrasound tech was very pleasant and the doctor was right there in the room reviewing every single image with me. If you are from Staten Island and hate traveling to Brooklyn then go see Dr Swenson. Their new office is at 174 LiLY pond ave! Thanks again dr Swenson. ,Gynecologist (OBGYN),11,4.029279279
Dr. Jill-Ann E. Swenson,Staff,1,0.607453216,"I have seen many gyns and I haven't had one i liked or felt comfortable with. Then I went to see Dr. Swenson and I am very happy that i found her. She is the best gyn out there, she's very sweet and she takes her time to explain things to you and she is very patient with her patients. I would of course recommend her to my friends. I love her and i have never said that about any of the other GYN's that i have seen.",Gynecologist (OBGYN),11,4.029279279
Dr. Joan L. Kent,Punctuality,0.666666667,0.101598857,"Dr Kent is supposedly sought after. I saw her regarding a serious potentially fertility affecting problem, requiring follow-up in 3 months. She was knowledgeable but abrupt, dismissive of my concerns. Staff is courteous but I had to schedule my own follow up tests through them (she did not bother to have them do it) and they were ineffective because I myself scheduled the test at an radiology clinic one MONTH in advance, took off work, and called both offices to make sure they got the fax referral that is needed by the radiology office. On the morning of the appt, I called both the radiology clinic and Dr. Kents office to confirm everything was in order. I repeatedly got answering service for more than an hour past opening time. I explained everything to them/gave contact, that my appt was scheduled that morning needed an answer. They never called back. Missed the appt I waited 3 months for plus taking meds I'm not sure help. That's what 400$ gets you. Not so reliable if pregnant!",Gynecologist (OBGYN),11,4.052612613
Dr. Joan L. Kent,Staff,1,0.931839235,Dr. Joan Kent is the best doctor in NYC. I now live in Dallas and will fly across the country to be her patient.,Gynecologist (OBGYN),11,4.052612613
Dr. Joel S. Buchalter,Punctuality,0.7,0.873724997,I've been seeing him for two years. He told me for about a year that nothing was wrong with my knee and didnt help me at all. So I left his practice and went down to the city(Hospital For Special Surgery). They immediately found a tear and talked about things Buchalter never had. Best move was switching doctors.,Orthopedic Surgeon,21,4.035123967
Dr. Joel S. Buchalter,Konwledge,1,0.132592428,"THIS BEING MY FIRST SURGERY EVER(AT AGE 50),I WAS PRETTY NERVOUS. MY KNEE INJURY WAS VERY SERIOUS AND DR. BUCHALTER HAD ONLY SEEN 3 OTHERS AS SEVERE IN HIS 23 YEARS. MY HUSBAND HAD KNEE AND SHOULDER RAPAIRS DONE OVER THE YEARS WITH DR. BUCHALTER AND WAS ALWAYS VERY PLEASED SO IT WAS ONLY NATURAL THAT I WOULD USE DR. BUCHALTER AS WELL. I WAS EXPLAINED EVERYTHING IN DETAIL REGARDING MY SURGERY RELATING TO THE PROCEDURE, THE AMOUNT OF PAIN AFTERWARDS, TIME OFF FROM WORK, AND THE NATURE OF THE PHYSICAL THERAPY THAT WOULD FOLLOW. DR BUCHALTER, THOUGH HE MAY NOT RUN ON TIME, SPENT AS MUCH TIME WITH ME IN THE EXAM ROOM AS I NEEDED(I NEVER FELT RUSHED),ANSWERED ALL MY QUESTIONS,AND ALWAYS MADE ME FEEL LIKE MY RECOVERY WAS AS IMPORTANT TO HIM AS IT WAS TO ME. HE ALWAYS HAS A SMILE FOR YOU WHETHER IT'S 8 AM OF 6 PM. I HAVE COMPLETE TRUST IN HIM AS A SURGEON AND HAVE RECCOMMENDED HIM TO OTHERS WITH ORTHOPEDIC NEEDS AS WELL. HE'S AS NICE ON THE OUTSIDE AS HE IS ON THE INSIDE. THANKS DR.B",Orthopedic Surgeon,21,4.035123967
Dr. Joel S. Buchalter,Staff,1,0.812490776,total hip replacement 9-26-2014. Great doctor and staff! Could not ask for better care. The surgery has changed my life!,Orthopedic Surgeon,21,4.035123967
Dr. Johanna Weiss,Punctuality,0.2,0.156347017,"I couldn't have asked for a better doctor. Dr had performed my surgery and must tell you, she is one of the best doctors I have ever had to deal with. as someone mentioned earlier, she could be a bit rushed, but I'm still very happy with her afet 7 years.",Gynecologist (OBGYN),13,4.050176991
Dr. Johanna Weiss,Staff,0.75,0.890753726,"Lovely, professional, friendly with first rate office staff! I am glad I found her!",Gynecologist (OBGYN),13,4.050176991
Dr. John G. Kennedy,Punctuality,0.698412698,0.973429701,Simply the best. Don't waste time with others who are talking the talk. This guy walks the walk Tendon tear surgery three months ago. Just back from a week long trek in Costa Rica with no pain. Total rock star!,Orthopedic Surgeon,101,4.299751244
Dr. John G. Kennedy,Konwledge,0.846153846,0.931945525,"I'm in a wheelchair for five years and in horrific pain since he performed surgery to stabilize my ankle including repair of ATFL, C F L , tendon transfers ...and more..five discreet surgeries in all. I can n no luck nger walk because the pain is so great if walk. Mmylife has been turned upside down. A number of drs , including griesberg from columbia, questioned the amount of surgery Kennedy did;. one dr. clearly said he wouldnt ever have done all that surgery. Two said I had sural nerve damage. Myerson, from baltimore, probably the leading ankle surgeon inthe country said I never recovered because scartissue and unless I have another operation,I'll never walk again .. Other patients have been helped by him but IMO although he may havw acted within his professional discretion when he operated on me, his hudgement is poor and this is the result.
outcome is not even certain, I will never walk again.
",Orthopedic Surgeon,101,4.299751244
Dr. John G. Kennedy,Staff,0.88,0.925618819,Extremely knowledgeable surgeon. Takes the time to explain options and answer any questions you may have. I wouldn't see anyone else. My treatments with him for various injuries have been highly successful. ,Orthopedic Surgeon,101,4.299751244
Dr. John G. Stanescu,Punctuality,0.5,0.030203953,"my terrible experience with dr. Stanescu in Aug in his office in Merrick. Dr. Stanescu was supposed to do an implant crown for me, and after reading such reviews below me, I decided to give him a go since I too live in merrick Dr. Stanescu told me at my initial consult that he was going to need to adjust the crown next to my implant and the implant crown he was going to do to make a slight space for the implant crown. He then clarified to me that he's just going to shave a tiny bit of the crown and I wouldn't even notice to make room for him to make the crown and place it. After going over my insurance with him and telling him I was going to need a few other things done given that I was happy with his work, I asked if he could work with me ($) as his prices are like NYC $. He agreed to accepting $750 cash for this crown that was done in 18 minutes in his office. He didn't numb me or anything. I didn't expect him to as crowns generally don't hurt when placing them on. Suddenly he began drilling and I was in agony. Turns out he ended up doing a gingicectomy + removed tissue &aggravated my nerve between the tooth and the adjacent tooth next to it that he claimed he was only going to shave slightly. Never did he say he needed to remove gum tissue bc there was overgrowth or anything. I've had extensive oral surgery before and never felt pain like this in my life. I kept trying to tell him that I was in pain. He said let's numb not fully but around your gum. There was hardly any numbing there. He never told me he was going near my gums. Never billed out to my insurance company of such a proc The treatment plan did not indicate both a crown and a gingivectomy either. I called him as the pain worsened &I had to go in for a ""varnish"" I cried like a 5 year old in his chair. I am not such a patient to even get like this as all of my doctors and dentists have told me I am one of their best patients when it comes to compliance and pain tolerance. I literally saw stars. He refused to call in pain medicine for me. Told me to take Motrin 800 which is 4 motrins every 6-8 hours. It came to a pt where I almost had to go to the hospital after days in pain. I called him up in hysterics again as the pain just worsened and was extremely sensitive to hot/cold, and pressure. He put me on antibiotics, and said to call an endodontist. He has a thing for trying to push his endodontist and oral surgeons on you and says that they will do a cash deal just like him etc. it's almost like he gets some sort of commission off of referrals. I had my own, thank gd! I had his cell number as my friend used to go to him and he also gave it to me, but I didn't want to bother him either since he was in fact nice enough to give me his cell number. I finally texted him telling him I couldn't take the pain any longer and that I wanted him to speak to my endodontist when I got there to explain what exactly he did to me that I'm in such pain. He agreed. He spoke to my doctor on speaker and essentially said that he could have affected the nerve, as doing a gingivectomy has the chances of doing that, but that I should give it more time bc I have a 50|50 chance of either being in pain and needing the root canal in the end or not. Mind you this is over 2 weeks that I was in pain and that I waited. Initially Dr. stanescu said that the pain should dissipate after a max. Of 2 weeks. His story then changed and said up to a month. My endodontist (since knowing him for about 8 years now) advised me to do the root canal after doing a cold test and seeing that I was immed. responsive to the test indicating that the nerve was being exposed and he didn't want me in pain for work. I agreed that I didn't want to be in pain and we hung up the phone without a definite decision whether I'd end up having the procedure or not. Dr. Stanescu was fully aware that I was going to the endo. Spoke to my endo. Knew the pain I was enduring and had my cell number. He never once picked up the phone to 1. See if I ended up going through with it or 2. To see how I was feeling....it gets worse. I ended having my father contact him asking for a refund as I was recovering from the root canal procedure and was in too much pain to write up an email to him. Also, out of pure concern my father wanted to speak to him. I guess I only wrote my mothers name on the HIPPA form so he responded saying he couldn't discuss. I then emailed him for a HIPPA release form and for a refund. After several emails back and forth Dr. stanescu has never once called me. Emailed me back giving me my $750 back after having to spend not only that on my tooth but money for a root canal and more. I have yet to receive my own personal documents pertaining to my dental health and proceduralNotes from him as requested for over a month and a half and will be taking this further. He clearly needs my $750 really badly....that's the least of it. Just a warning before making a decision...be careful with this dentist. ",Dentist,14,4.059210526
Dr. John G. Stanescu,Konwledge,1,0.390816451,"I recently made the switch to Dr. Stanescu and i could not be happier! I needed a root canal, and since it was my first and i was expecting the worst, i was a bit nervous. Dr. Stanescu made me feel super calm, kept me laughing and genuinely made the whole process a breeze. Not once during or after the procedure did i experience any pain! He is entertaining and compassionate, asking numerous times throughout how i was holding up. I would highly recommend Dr. Stanescu to anyone!",Dentist,14,4.059210526
Dr. John G. Stanescu,Staff,1,0.390600428,"Was introduced to the dentist who was very rushed in dealing with me. Every time I asked a question he would bring the conversation around to how great his work is. Although the color of my fractured teeth very much match the true color to the repaired teeth colors, I have not been able to chew on that side of my month for 6 months. !fter the 2 weeks passed that I had the work done, I called the dentist and he told me not to worry it is a temporary pain; I am still in pain 6 Months later. I would not recommend anyone to this dental practice",Dentist,14,4.059210526
Dr. John K. Emy,Punctuality,1,0.364143289,"Dr. Emy exemplifies the perfect model of how all health care providers should conduct their business. He has a kind and gentle demeanor, he is thorough, he listens, he shows genuine concern and he follows through. Rarely do I ever have to wait an unreasonable amount of time and I have never gotten the ""get 'em in, get 'em out"" impression. The office is well organized and seems technologically up-to-date. Several other members of my family are also patients of his and all of us can't say enough good things.",Internist / Geriatrician,9,4.004587156
Dr. John K. Emy,Konwledge,0,0.905027212,"I like to take this space to thank a great Dr , John Emy witch is on of the very few Doctors that has made me feel very comfortable and in fact made me feel better with my health. Thank You Dr Emy.",Internist / Geriatrician,9,4.004587156
Dr. John K. Emy,Staff,1,0.817066091,"He is a great doctor. Knowledgable and patient. Although it is clear he is busy he doesn't rush you, returns calls promptly and answers questions. The office is run efficiently, staff is polite. Waiting times are minimal. Waiting room is spacious and clean.",Internist / Geriatrician,9,4.004587156
Dr. John Kang,Punctuality,0.6,0.340199779,dddgefdxv fgfgdg fgfgdg gdfger dgdgdgdg fgfg gdfgdgff,"Plastic / Cosmetic Surgeon, Physician",108,4.5
Dr. John Kang,Konwledge,0.989473684,0.935455547,Im 17 tears old and ive been wanting to get my nose surgery done and ive been begging my mother. My mom trusted DR.KANG since shes done many things with dr. Kang. Dr. Kang gave me a really natural nose and i really like the results. He follows up with me a lot and i can tell he really cares for his patients and most of.all he is really talnted. ,"Plastic / Cosmetic Surgeon, Physician",108,4.5
Dr. John Kang,Staff,0.75,0.895605688,"I visit the doctor today, had botox done. The doctor is really professional. Had good experience!","Plastic / Cosmetic Surgeon, Physician",108,4.5
Dr. John Layliev,Konwledge,0.777777778,0.953063069,"Dr. Layliev had a great bedside manor, and my results are amazing! Highly recommended!","Plastic / Cosmetic Surgeon, Physician",18,4.150423729
Dr. John Layliev,Staff,0.777777778,0.899763198,I came in to see Dr. Layliev for aesthetic surgery. He was so knowledgeable and professional. He made me feel at ease and answered all my questions. Wonderful staff and office.,"Plastic / Cosmetic Surgeon, Physician",18,4.150423729
Dr. John M. Migotsky,Punctuality,0.5,0.95837017,"Dr. Migotsky delivered by son almost 14 years ago. I had a previous pregnancy a year before my son was born that had ended up with a miscarriage, so when I found out I was pregnant again, a year later, i researched well, and I knew them professionally as a nurse so I went to the 2 best OB/GYN in the state of New York. Dr. Ronald Reiss and Dr. Michael Migotsky. Not only are they super brilliant doctors, but also really great gentlemen, answered my calls, were both there for me throught the entire pregnancy. Only God did more work taking care of me during that time, followed by those 2 doctors. My husband came 4 th behind them. I now live in Florida, but if I was to have another child, I would really think of moving to New York during the pregnancy. They are both great doctors, they might be busy sometimes, but I would rather wait for very competent doctors any day!!!! I thank them again both for delivering me a healthy boy, now a tall young man. Thank you both !!! Caren!",Gynecologist (OBGYN),6,4.044811321
Dr. John M. Migotsky,Staff,0.75,0.074293565,"Dr. , John Migotsky has been my doctor for over 16 years and I have nothing but exceptional experience with him. He performed a surgery on me at Greenwich Hospital many years ago and I could never have asked for a better doctor. Since my surgery I travel to New York to see him as my GYN. He has always been gentle, respectful, kind, caring and a professional. As stated before I live over 90 miles from his office and travel to see him because of my many years of excellent professional service. Thank you Dr. Mgotsky and continue to be the excellent, caring human being and doctor you are.",Gynecologist (OBGYN),6,4.044811321
Dr. John Michael McKnight,Punctuality,0.625,0.282392062,"I used to only see fancy doctors that didn't take insurance, so although I was hesitant, I went to Dr. McKnight on a friend's recommendation when I moved to New York, and found him to be excellent. In a world where many doctors don't take the time to spend with patients, he's a real find. Every time I've seen Dr. McKnight, he's always taken the time to sit with me for 10 or 15 minutes and explain very clearly exactly what my condition is, what caused it, and what can be done. He's very nice, with a low-key, smiley demeanor, likely because he was raised and went to medical school in Vermont. He's also very comforting and professional, and when test results or X-rays come in he's called me up directly to explain exactly what they mean. A few caveats: He's probably about 35 years old, so he's somewhat young. And although his examination rooms are clean and his waiting room sunny, the entrance to the West Park Medical Group (where he works) in a bit dark and dodgy.",Family Doctor / G.P.,12,4.004464286
Dr. John Michael McKnight,Staff,0.75,0.928288051,"I've been going to Dr. McKnight for many years and highly recommend him. Pleasant, thorough, knowledgable, open-minded, efficient (calls back etc.), takes the time to explain etc..",Family Doctor / G.P.,12,4.004464286
Dr. John P. Salerno,Punctuality,0.5,0.973694218,"I paid at least $3,000 to meet with Dr. Salerno hear him talk about random things related to health, have him run a ton of tests on me only to pay a $2,000 bill for all of the tests as they were not covered as i had been led to believe they would be , and dropped at least $500 on each vist for the visit and his outrageously priced supplements. I think if money is not an issue for you and you have lots of it to burn, Patients Medical may be the place for you as you will be able to pay for all of the products and visits and tests, maybe that in the end is what will determin you seeing any positive change in your condition or not. If you do not have a bottomless weel of cash to spend, go elsewhere....",Family Doctor / G.P.,18,3.952711864
Dr. John P. Salerno,Staff,1,0.362310212,"A very knowledgeable and caring Physician. always willing to go beyond the scope of his practice to help me in getting the best treatment possible. A genuine"" Guru"" of his craft. Dr. Salerno is always on the lecture circuit to enable people to live a prosperous and healthy life style. This is the main reason I became his patient. Extremely popular all over the world. I recommend him very highly
",Family Doctor / G.P.,18,3.952711864
Dr. John Paciuc,Konwledge,1,0.146241989,"amazing doctor, he performed a c-section on me and, 4 weeks later, I have no scare",Gynecologist (OBGYN),6,4.04009434
Dr. John Paciuc,Staff,1,0.73391064,Dr.Paciuc has been my gyn dr for 24 yrs. He delivered my baby girl who is now 19. He is a kind and caring doctor. He goes above and beyond for his patients.,Gynecologist (OBGYN),6,4.04009434
Dr. John W. Cornwall,Punctuality,1,0.235755525,"Excellent GP! Lovely bedside manner and will not put you on meds he doesn't think you need. Gives very, very good referrals too.",Family Doctor / G.P.,2,4.019607843
Dr. John W. Cornwall,Staff,1,0.088968224,"A very competent, compassionate doctor that takes the time to listen to your health issues. He has one receptionist and allows ample time for each patient--you never feel like you're just a number. I've been seeing him for over 15 years and have absolutely no complaints.",Family Doctor / G.P.,2,4.019607843
Dr. Johnny Arnouk,Punctuality,0.333333333,0.878649542,"Terrible bedside manner. Saw him for a knee injury, forced me on the table even though I was in extreme pain when I could have stayed in the chair in the examining room. He said, ""I'm an orthopedic surgeon, I need to examine you."" If he was a good enough doctor he could've examined me from where I was. Then he incorrectly said I likely tore my ACL and would need surgery. Then offered to write me a script for pain medicine when I gave no indication of needing it.",Orthopedic Surgeon,22,4.069672131
Dr. Johnny Arnouk,Konwledge,0.6,0.21622938,Went well. Will proceed with conservative treatment. He was in no rush to recommend surgery which was nice. ,Orthopedic Surgeon,22,4.069672131
Dr. Johnny Arnouk,Staff,0.75,0.843634476,Helpful as always. Highly recommend. I will return to him if I need him in the future.,Orthopedic Surgeon,22,4.069672131
Dr. Jonathan Courtney,Punctuality,1,0.763431415,I selected Dr. Courtney to do a much needed hip replacement due to existence wear and degeneration of my hip. Him and his staff were very patient and provided me we the appropriate information I needed to make a decision to correct my physical impairment. Looking forward to being pain free and a speedy recovery. ,Orthopedic Surgeon,9,4.077981651
Dr. Jonathan Courtney,Staff,1,0.216793507,"He was great. His staff was great. Overall, a wonderful experience. I highly recommend Dr. Courtney!",Orthopedic Surgeon,9,4.077981651
"Dr. Jonathan H. Sherwyn, M.D., F.A.C.S.",Punctuality,0.5,0.048632868,"If you are looking for impeccable results and zero-errors, Dr. Sherwyn is THE doctor to go to for breast implants. He is extremely serious, and takes all measures necessary to reduce any risk of complication or error. He really put all his attention and focus into me as a patient from the moment of my consult to my check-ups to date. My results (breast implants) have exceeded my expectations. They look and feel impossibly natural, and it is easy for me to forget I even had the surgery! Furthermore, my scares are imperceptible- essentially non-existent- thanks to his adept hands and keen focus. I would trust him to do the surgery three-times over and would enthusiastically recommend him to anyone considering the procedure. ","Plastic / Cosmetic Surgeon, Physician",30,4.225
"Dr. Jonathan H. Sherwyn, M.D., F.A.C.S.",Konwledge,0.857142857,0.787558924,"Dr. Sherwyn changed my life. He took the sting out of an otherwise scary procedure - going under the knife and anesthesia is pretty major, but he did everything in his power to ensure that I not only understood the process and the details of my procedure, but that I was comfortable and ready. Leading up to it, he put a lot of perspective to me out of doing more 'unnecessary"" work which I really valued. He never upsold me, took all of my calls, was punctual for every pre and post appointment and followed me all the way to my 1 year post op date. Three years in, he replies to every text and call and as is available as the first day I became his patient. Feels weird to say that I can't wait to have plastic surgery done by him again, but he's that much of a generous, kind and amazing perfectionist. I feel incredibly lucky to have been his patient. There aren't enough stars to rate him. ","Plastic / Cosmetic Surgeon, Physician",30,4.225
"Dr. Jonathan H. Sherwyn, M.D., F.A.C.S.",Staff,1,0.850315635,"Dr. Sherwyn was recommended to me by a friend and I couldn't be happier with my results! He is very patient and thorough in explaining the procedure and very particular about his work. I felt like I was in excellent hands and in a safe environment at all times. His office is clean, comfortable and so well run with a really pleasant staff. I would recommend Dr. Sherwyn without any hesitation and plan to see him for any additional procedures.
","Plastic / Cosmetic Surgeon, Physician",30,4.225
Dr. Jonathan L. Glashow,Punctuality,0.4,0.206191296,If you need orthopedic sports surgery (knee or shoulder) Dr Glashow is the only orthopedist to go to in Manhattan. Period. ,Orthopedic Surgeon,8,4.041666667
Dr. Jonathan L. Glashow,Konwledge,1,0.923891772,Best orthopedic knee surgeon in NYC and possibly the world.,Orthopedic Surgeon,8,4.041666667
Dr. Jonathan L. Glashow,Staff,1,0.878563242,"My care was professional, kind and organized. I am back at work, status post knee replacement pain free! Experience counts!",Orthopedic Surgeon,8,4.041666667
Dr. Jonathan T. Deland,Punctuality,0.625,0.915660269,Performed a very complicated foot reconstruction including tendon transfers and adjusting bones. Satified with results. First rate staff and hospital.,Orthopedic Surgeon,29,4.141472868
Dr. Jonathan T. Deland,Konwledge,0.555555556,0.21149912,Dr. Jonathan Deland - you get what you pay for - the best. Formidable skills. Practical and pragmatic and extremely thorough. Forget it if you want bed-side manner! I would rather have the best and a no nonsense approach. My surgery was a big deal and it took all of my Summer away but I am walking and through it now. I could not be happier. And an exquisite job in terms of scars or lack of scars for what looked like Frankenstein Foot four months ago. I had over 20 stiches. October 2014,Orthopedic Surgeon,29,4.141472868
Dr. Jonathan T. Deland,Staff,1,0.729593034,Dr. Deland performed three surgeries during 1996-1997 on my left foot and ankle joint. Without his professional and excellent care I would not be walking today. He is the best! Thank you Dr. Deland.,Orthopedic Surgeon,29,4.141472868
Dr. Joon Song,Punctuality,0.5,0.930611511,"Never go to Joon Song. He charged me 900$ for an ultrasound. This doctor has corrupt moral values and is only looking for financial gains. If you are healthy he will find issues. He charged me for a routine ultrasound 250 and additionally 650$ for checking the arterial blood pressure. I told him I don't need that and the only explanation I was provided is that is the way his machine works. I asked for a perp smear and he did additionally 4 other lab works that I did not request. I told him I have no pain at all and he put me the wrong diagnostic which said pelvic pain so that my insurance didn't cover it.
If you a person who doesn’t do the due diligence to look into the codes that he is billing he will rip you off as nobody else would. If he were to be the last doctor in NYC I would never go to him.
",Gynecologist (OBGYN),20,4.03125
Dr. Joon Song,Konwledge,0.666666667,0.287355755,Went to him for a second opinion. Glad I did! Only negative is that it was hard to get an appointment.,Gynecologist (OBGYN),20,4.03125
Dr. Joon Song,Staff,0.888888889,0.269681024,Dr.Song is AMAZING! He took the time to answer all my questions and made me feel very comfortable throughout my visit. All staffs were so friendly and helpful from the very first call. I am sticking with Dr.Song and highly recommend this office to those who have unresolved gynecology troubles.,Gynecologist (OBGYN),20,4.03125
Dr. Jose J. Echenique,Punctuality,0.8,0.304332518,Exceeded my expectations!! He repaired my shoulder rotator cuff and my shoulder is as good as new.,Orthopedic Surgeon,10,4.090909091
Dr. Jose J. Echenique,Konwledge,1,0.201830485,I got hip surgery by him and now I am pain free! He was so kind and his whole staff made me feel at home. He is truly an amazing surgeon and I am so lucky I chose to go to him for one of the scariest moments of my life,Orthopedic Surgeon,10,4.090909091
Dr. Jose J. Echenique,Staff,1,0.217653634,I had 2 appointments for a knee injury. Explained everything to me about my injury as well as what can be done to correct my problem. Great staff. I would recommend him to family and friends in need of an orthopedic doctor.,Orthopedic Surgeon,10,4.090909091
Dr. Jose M. Lares-Guia,Punctuality,0.4,0.94754337,"Worst of the worst. Staff and office unprofessional. The 'Doctor' bases your health care strictly on what your insurance will cover. Need heart surgery? Insurance does not cover it- forget it. 'Dr.' Lares does not care about you or your problems. He has thrown me out of his office for questioning a bill. His staff- his unqualified 'boyfriend' write the scrips and most of the time gets it wrong. One of them was not even a real medication. He has a close circle of muscle gay men friends he socializes with and are also his patience. They are his A list, and get special treatment. If your not one of those- Forget it. Back of the bus. If I sound bitter- I AM. I have a ongoing medical issue which is ruining my life, and all he wants to do is test my stool. He sets up hurdles for you that you can not jump. Im at wits end and have considered suicide more than once. Trying to find a new doctor, but not that easy in N.Y.C. . If you have to see him, consider what you read here. Its all true.",Family Doctor / G.P.,7,4.021028037
Dr. Jose M. Lares-Guia,Staff,1,0.817922612,"I have been successfully seeing Dr. Lares Guia over the past five years, and without hesitation I have to say he is the best doctor I've ever had in my life. Dr. Lares is thorough and caring about his patients' medical concerns and does not stop at anything till he finds the root of any medical problem. He has pleasantly surprised me with returning calls promptly, or just calling to make sure I am feeling better or need anything when I have been sick. Perhaps the most important part of being Dr. Lares Guia's patient is that you know he honestly cares about your well being. I highly recommend Dr. Lares-Guia's devotion to his profession.",Family Doctor / G.P.,7,4.021028037
